color,sentence
cyan,"32. In printing inks, the primary colours are magenta, cyan and yellow and blue."
cyan,33. CYAN Worlds ( creators of Myst series ) are returning to the first IP they've created.
cyan,"34. It uses cyan dye, which is environmentally friendly, to create the audio track."
magenta,(1) He found hubcaps.-He repainted the car a pretty magenta.
magenta,"(2) Primary colours cyan, magenta and yellow."
magenta,"(3) One contains black ink; the other contains cyan, magenta and yellow."
magenta,"(4) The three parts carry either cyan, magenta and yellow ink or red, green and blue ink."
magenta,(5) The white woman picked a branch of magenta bougainvillea flowers and put them in a glass on the table.
magenta,"(6) A shiver of magenta vibrates a yellow aureole of wall, dark teal scribbles a cloud of gray-blue floor."
magenta,"(7) Although it is summer, she is wearing magenta stockings and black shoes with delicate straps."
magenta,(8) Semidouble magenta red large frilled star.
magenta,(9) Magenta is associated with passion and sexuality.
magenta,"(10) The tones range from purple-blue, through violet to magenta."
magenta,(11) She wore a sort of magenta dress.
magenta,"(12) In colour printing, they are: magenta, yellow and cyan."
magenta,"(13) Double Tulips. Bright red, white, green, orange red, magenta."
magenta,(14) The reaction of magenta and nitrite in sulfuric acid medium was studied.
magenta,(15) Magenta: Purplish color; complementary to green or the minus-green subtractive primary used in the three-color process.
magenta,(16) Zhao magenta team has asked him to do things the first commercial thinking.
magenta,"(17) She had sailed into the studio like a diva, wearing a magenta coat and matching cap."
magenta,"(18) There were squares, oblongs, and triangles of crimson, vermilion, chartreuse, ocher, magenta, and canary."
magenta,"(19) So yellow and cyan produces green, and yellow and magenta produces red."
magenta,"(20) The positive, or the printing plate, is therefore called the magenta printer."
magenta,"(21) Leaf blade base cuneate, abaxial surface with gray - white indumentum; corolla magenta - rose."
magenta,"(22) But at this moment Winston noticed some tufts of loosestrife growing in the cracks of the cliff beneath them. One tuft was of two colours, magenta and brick-red, apparently growing on the same root."
magenta,"(23) The door opened and there was Michael, a man in his late sixties, burly, broad-shouldered, a bulbous nose, a magenta blouse, boobs, pink lipstick."
magenta,(24) For the same reason air information is printed in magenta.
magenta,"(25) The China-exclusive car is just a color package, featuring orange flame or magenta metallic paint, exclusive Amboyna veneers and Design Series China badging."
magenta,"(26) An ancient magazine photograph of some dark-haired movie star was taped to the wall beside the bed, the skin tone gone magenta."
magenta,"(27) Three color business card printing and membership card production, color sequence is: pteroceltis - magenta - yellow. Sentencedict.com"
magenta,"(28) The positive is a recording of the other additive primaries, red and blue, the combination of which is magenta."
magenta,"(29) Showboating in a raucous mix of delicate Champagne pink, chartreuse, saffron, pale yellow, siren red and magenta, the plants in these parts get ready for the winter with plenty of style."
magenta,"(30) Process colour printing: A form of multi-colour printing in which only four definite colours, viz. : yellow, magenta, cyan and black are used."
magenta,"(31) Yellow pigment coverage is poor, magenta and cyan pigments for coverage."
magenta,"(32) Methods The content of formaldehyde in rongalite was determined by sulfurous acid, magenta and acetylacetone spectrophotometry respectively."
magenta,"(33) CMYK color mode: from Royal Blue , magenta, yellow, and yellow, also known as reducing color mode."
magenta,"(34) Using four colors of toner Yellow , Magenta, Cyan and Black."
magenta,(35) Magenta: Purplish color ; complementary to green or the minus-green subtractive primary used in the three- color process. Magenta light results when red and blue light overlap.
magenta,"(36) To certain degree, the larger the physical and total quenching rate constants, the better the anti-fading effect of magenta azomethine dye."
magenta,"(37) In the case Orange , red , rose, dahongyu, vermilion , red - orange, pink, magenta, red, is the same colour."
magenta,(38) Magenta One of the subtractive primary colours. It is used in four-colour process printing. Also referred to as Process red.
magenta,"(39) It is a maze of low-ceilinged corridors and linoleum floors, in shades of magenta, brown and nicotine yellow."
magenta,"(40) Within 30 minutes, I was marching up a dry streambed, above the trees, on a ridge matted with magenta shrubs and dotted by boulders."
magenta,"(41) In this paper, the photofading of magenta azomethine dye(MAD) were studied by HPLC, UV-Vis spectra."
magenta,(42) Magenta printer: A term used in four-colour process printing. Photography through a green filter produces a negative recording of the green in the subject.
magenta,"(43) One tuft was of two colours, magenta and brick - red, apparently growing on the same root."
magenta,(44) Itewe Indian red background color when printing transparent yellow top overprint magenta gloss effect.
magenta,"(45) The magenta stripes make the other part of the spiral look blue, even though they are exactly the same color."
magenta,"(46) Three - colour process: Process work using the yellow, magenta and cyan without black."
magenta,"(47) In printing inks, the primary colours are magenta, cyan and yellow and blue."
magenta,(48) Now set the Pen to Subtract from path area to create the inner sub-path (again shown in magenta). When you're done generate a path-based selection and copy.
magenta,"(49) Largely oversaturated, particularly in the Magenta, Blue and Green colors, a very punchy look."
magenta,"(50) In the one photo in which she appeared, Hillary Clinton wore a magenta gown."
magenta,(51) High - magenta dye sound track projection and red light LED maintenance.
magenta,"(52) This is knotted in emerald green, lovat , magenta and rose-red."
khaki,1 Orange and khaki flatter those with golden skin tones.
khaki,2 She was in chic khaki.
khaki,3 His head was covered with a khaki turban.
khaki,4 Those boys looked smart in khaki.
khaki,5 He was dressed in khaki trousers.
khaki,"6 The khaki scouts sprout in number, appearing from nowhere."
