,0
7678,"and, not liking to see any strange negroes in his yard, he and a ruffian of a white man he had in his service beset me in an instant, and both of them struck me with the first weapons they could get hold of"
7679,"In short, the fair as well as black people immediately styled me by a new appellation, to me the most desirable in the world, which was Freeman, and at the dances I gave my Georgia superfine blue clothes made no indifferent appearance, as I thought"
7680,"There was a free black man, a carpenter, that I knew, who, for asking a gentleman that he worked for for the money he had earned, was put into gaol;"
7681,"The author, to oblige Mr. King, once more embarks for Georgia in one of his vessels—A new captain is appointed—They sail, and steer a new course—Three remarkable dreams—The vessel is shipwrecked on the Bahama bank, but the crew are preserved, principally by means of the author—He sets out from the island with the captain, in a small boat, in quest of a ship—Their distress—Meet with a wrecker—Sail for Providence—Are overtaken again by a terrible storm, and are all near perishing—Arrive at New Providence—The author, after some time, sails from thence to Georgia—Meets with another storm, and is obliged to put back and refit—Arrives at Georgia—Meets new impositions—Two white men attempt to kidnap him—Officiates as a parson at a funeral ceremony—Bids adieu to Georgia, and sails for Martinico"
7682,and they consisted of three black men and a Dutch Creole sailor;
7683,for not one of the white men did any thing to preserve their lives;
7684,"It was about a mile in circumference, with a white sandy beach running in a regular order along it"
7685,As we were digging holes in search of water there came forth some very thick and black stuff;
7686,"though, had not my heart been fixed on England, I should have stayed, as I liked the place extremely, and there were some free black people here who were very happy, and we passed our time pleasantly together, with the melodious sound of the catguts, under the lime and lemon trees"
7687,"and the same evening I went to a friend's house to lodge, whose name was Mosa, a black man"
7688,"for, one day, while I was a little way out of the town of Savannah, I was beset by two white men, who meant to play their usual tricks with me in the way of kidnapping"
7689,"Before I left Georgia a black woman, who had a child lying dead, being very tenacious of the church burial service, and not able to get any white person to perform it, applied to me for that purpose"
7690,"As she was much respected, there was a great company both of white and black people at the grave"
7691,"for I have already mentioned, that throughout the West Indies no black man's testimony is admitted, on any occasion, against any white person whatever, and therefore my own oath would have been of no use"
7692,"for if I should be compelled to submit to this degrading necessity, which every black freeman is under, of advertising himself like a slave, when he leaves an island, and which I thought a gross imposition upon any freeman, I feared I should miss that opportunity of going to Montserrat, and then I could not get to England that year"
